id,lang,presentation,structure,structure_autre,issue,issue_autre,duree,role,role_autre,nb_acteurs_differents,comprehension_sig_acteurs,repartition_roles,repartition_roles_autre,copil,alea_reprise,alea_detail,alea_reprise_autre,specificite_sig,conseil,techno_nb,techno,techno_note,docs_presence,docs_nb_formats,docs_formats,docs_note,methode_nb,methode_proj,methode_autre,methode_note,outil_proj_nb,outil_proj,outil_proj_autre,outil_proj_note,influence_nb,influence,influence_orga_com,influence_humaine_com,influence_budget_com,influence_technique_com,influence_politique_com,influence_autre_com
1185,fr,"Geo database, metadata and set of maps for environmental impact assessment study","Privé (entreprise, bureau d’études)",,Succès,,1 à 6 mois,Chef·fe de projet / coordinateur·rice,,2 – 3,3,Une personne clé portait le projet,,Non,Autre,,No disruption ,,,1,proprio,8,"Oui, structurée et à jour",3,"qgz, docx, mails",5,0,nsp,,5,1,excel,,10,1,humaine,,Unclear communication creates setbacks and need for data corrections,,,,
1209,en,Mapping of farm lands with satellite images,"Privé (entreprise, bureau d’études)",,Succès,,6 mois à 1 an,Géomaticien·ne / technicien·ne SIG interne,,2 – 3,5,Plusieurs personnes impliquées durablement,,Oui,"Non concerné (même équipe, projet actif)",,,Getting the expertise to work it,Get a GIS personnel to work it,3,"libre, code, standards",10,"Oui, structurée et à jour",2,"catalog, tuto",10,0,nsp,,10,1,git,,10,4,"Orga, humaine, budget, technique",,,,,,
1215,en,Ongoing micromobility spatial data analysis for Citi Bike and e-scooters,"Public territorial (collectivité, EPCI, département, région)",,Succès,,3 à 5 ans,Géomaticien·ne / technicien·ne SIG interne,,1 seul,3,Une personne clé portait le projet,,Non,"Non concerné (même équipe, projet actif)",,,,,1,libre,8,"Non, ou documentation informelle",3,"qgz, docx, mails",5,1,autre,Self management,8,2,"excel, autre",Microsoft Planner,9,1,technique,,,,,,
1229,en,Collection and visualization of environnemental data,"Public d’État (ministère, service déconcentré, agence nationale)",,Succès,,1 à 6 mois,Géomaticien·ne / technicien·ne SIG interne,,2 – 3,4,"Plusieurs personnes impliquées au début, puis une seule personne maintenait le projet",,Non,"Non concerné (même équipe, projet actif)","autonomy as a GIS, trust by operators, enough time",,"More hands on, link to operational/technical departements",Fully explain what you can do and cannot do with GIS to stakeholders,1,proprio,10,"Oui, mais peu claire ou obsolète",2,"qgz, docx",3,0,nsp,,5,0,rien,,2,3,"Orga, humaine, technique",trust in operational management,regular meetings,,good software and operator skills,,
1235,fr,Numérisation des réseaux d’assainissement pour la mise en place d’un SIG intercommunal,"Public territorial (collectivité, EPCI, département, région)",,Succès,,1 à 3 ans,Chef·fe de projet / coordinateur·rice,,2 – 3,3,Une personne clé portait le projet,,Oui,"Non concerné (même équipe, projet actif)",Sous-traitant pour les levés topos flexible (microentreprise avec un seul salarié) / Chef de projet avec connaissance métier de par sa formation et connaissance SIG par intérêt une fois arrivé en bureau d'études,,"1. mix objet spatial et stockage de données / 2. l'aspect pluridisciplinaire indispensable dans les SIG contrairement à certains projets informatiques classiques / 3. compatibilité parfois très limitée, par exemple beaucoup de numérisation des réseaux eaux sur autocad durant les années 1990-2000 avec un tranfert relativement limité sur des SIG puisque l'association de la donnée à l'objet géométrique n'est pas du tout pensé de la même manière / 4. le côté évolutif, mise à jour en continu aussi qui n'est pas forcément nécessaire pour des projets infos classiques je suppose.",Une bonne compréhension des besoins en amont,1,libre,10,"Oui, mais peu claire ou obsolète",2,"docx, mails",3,1,autre,ISO 21500 et 10006,5,1,excel,,7,3,"Orga, humaine, technique",Petite équipe / client avec peu de connaissance avec une confiance totale envers l'entreprise retenue pour mener à bien ce projet et donc grande liberté laissée au chef de projet,Chef de projet avec une double compétences (Eau et SIG),,"logiciel libre avec une immense communauté à travers le monde, de nombreux tutos, de nombreux outils développés par la communauté qui ont permis de fournir de nombreuses fonctionnalités au client contrairement à des logiciels payants proposés par ESRI par exemple.",,
1239,en,Creating decision support tools for government stakeholders from multiple real time GIS data sources,"Public d’État (ministère, service déconcentré, agence nationale)",,Autre,"Success followed by limited support, gradual decline in quality.",Plus de 5 ans,Géomaticien·ne / technicien·ne SIG interne,,4 – 5,2,Plusieurs personnes impliquées durablement,,Oui,Autre,"Research org halted promotions and recruitement, large amount of project team got better offers elsewhere. ",Yes Resumed but at a much lower technical level ,Nothing,Cultivate champions in the client org,3,"libre, code, standards",10,"Oui, mais peu claire ou obsolète",4,"comments, docx, mails, wiki",5,4,"scrum, waterfall, lean, prince2",,5,2,"excel, trello",,5,4,"Orga, humaine, politique, technique","Strong project manager, strong champions within client orgs",Good motivation and drive to succeed in technical staff,,Strong FOSS skills and experience,Change of org leadership and political issues caused staff turnover,
1243,en,Moving GIS enterprise to Azure.,"Public territorial (collectivité, EPCI, département, région)",,Succès,,1 à 6 mois,Chef·fe de projet / coordinateur·rice,,2 – 3,5,Plusieurs personnes impliquées durablement,,Oui,"Non concerné (même équipe, projet actif)",Committed Staff made for success.,,I don't really see that much distinction.,Upfront planning.,1,proprio,9,"Oui, structurée et à jour",2,"docx, wiki",8,2,"scrum, waterfall",,4,0,rien,,1,1,humaine,,Everyone knew their role and worked to keep project on track.,,,,
1273,en,"Computing SDG 15 , spatial indexes on a national scale","Public d’État (ministère, service déconcentré, agence nationale)",,Succès,,1 à 3 ans,Géomaticien·ne / technicien·ne SIG interne,,4 – 5,2,"Plusieurs personnes impliquées au début, puis une seule personne maintenait le projet",,Oui,"Oui, reprise fluide","2 leader of the project, turnover",,Territorial stakeholder are closer ,do to not make large teams .... to much people means to much mentality to handle,1,proprio,9,"Oui, structurée et à jour",2,"docx, tuto",5,0,rien,,4,0,rien,,4,2,"Orga, humaine",,,,,,
1281,fr,Structure centrale de geodonnées permettant divers produits dérivés lié au développement du chauffage à distance,"Privé (entreprise, bureau d’études)",,Succès,,1 à 3 ans,Géomaticien·ne / technicien·ne SIG interne,,Plus de 5,3,Plusieurs personnes impliquées durablement,,Non,"Oui, reprise fluide","Suite à la fin de ma mission, la transmission du projet sur plusieurs mois à été bénéfique.",,,"Pensez loin, réfléchissez aux besoin futur et non juste au présent. Le projet doit rester en évolution pour ne pas être obsolète.",1,proprio,7,"Oui, structurée et à jour",2,"qgz, docx",7,0,nsp,,7,1,excel,,7,4,"humaine, budget, technique, autre",,"Personnes motivées, désireuses de bien faire et minimum 2 personnes afin de garantir la pérennité du projet. Pour moi, la passation du projet est très importante.","Possibilité de passer de nombreuse heures à créer une structure viable, passation sur plusieurs mois, évolution du projet en fonction des évolutions technique, support possible en cas de question pratique.",Logiciels connus et utiliser par plusieurs personnes est importante ainsi que le développement du logiciel SIG afin de suivre l'évolution.,,"Structure de données avec des sous-type, domaine et bon type de champs afin de garantir une bonne homogénéité des données ainsi que la formalisation des noms de champs, bien renseigner l'histoire et l'utilisation de chaques champs dans la doc etc..."
1303,fr,Identification des zones constructibles  a préserver,"Public territorial (collectivité, EPCI, département, région)",,Succès,,6 mois à 1 an,Géomaticien·ne / technicien·ne SIG interne,,2 – 3,4,"Plusieurs personnes impliquées au début, puis une seule personne maintenait le projet",,Oui,"Non concerné (même équipe, projet actif)",,,,,2,"code, proprio",5,"Oui, mais peu claire ou obsolète",3,"qgz, docx, mails",5,0,nsp,,5,1,excel,,5,5,"Orga, humaine, budget, politique, technique",,,,,,
1308,fr,Cartographie des dégâts lié à la faune,"Public territorial (collectivité, EPCI, département, région)",,Succès,,Plus de 5 ans,Géomaticien·ne / technicien·ne SIG interne,,2 – 3,4,Plusieurs personnes impliquées durablement,,Oui,"Non concerné (même équipe, projet actif)",,,"Avec ce projet l'effort est moindre chaque année, car le format ne change pas ( seulement la donnée)",Savoir traduire les besoins des non géomaticiens pour un résultat qui soit pratique pour tous,2,"code, proprio",5,"Non, ou documentation informelle",3,"qgz, docx, mails",4,0,nsp,,5,0,rien,,5,1,humaine,,,,,,
1321,fr,Base de données d'un parc de ponceaux (buses) le long d'une voie ferrée avec analyses spatiales et 3D métiers associées,"Privé (entreprise, bureau d’études)",,Succès,,1 à 3 ans,Géomaticien·ne / technicien·ne SIG interne,,2 – 3,3,Plusieurs personnes impliquées durablement,,Non,"Non concerné (même équipe, projet actif)",,,"L'aspect spatial :) Bien que la thématique du projet soit cartographique, l'aspect spatial des données est souvent sous-estimé par rapport aux autres attributs des jeux de données étudiés. Aussi, les SIG sont à mi-chemin entre l'ingénierie (géomatique ou topographie - et encore tout le monde ne conçoit pas qu'il faut être ingénieur pour faire des cartes), le développement (les cartes interactives sont partout et la gestion des données est devenu un enjeu crucial de réussite d'un projet), et l'infographie/design (une carte moche n'a aucun impact) : les personnalités types de ces 3 domaines sont généralement différentes.","Ne pas oublier les métadonnées. Elles conservent le savoir spatial, le potentiel et les limites d'utilisation des données",3,"libre, code, standards",10,"Non, ou documentation informelle",3,"qgz, docx, mails",7,0,rien,,5,0,rien,,5,2,"humaine, technique",,"Le projet était destiné à extraire des indicateurs clés, les gérer et les étudier à des fins d'études hydrauliques. Il n'y avait pas nécessairement besoin d'une gouvernance élaborée mais la communication claire et directe a permis d'arriver au résultat souhaité.",,"L'open source a été sans aucun doute un facteur important de succès (rapidité, efficacité, entraide, communauté). ",,
1326,fr,Carto Web éclairage publique ,"Privé (entreprise, bureau d’études)",,Succès,,6 mois à 1 an,Géomaticien·ne / technicien·ne SIG interne,,2 – 3,5,Plusieurs personnes impliquées durablement,,Non,"Non concerné (même équipe, projet actif)",restructuration ,,la spatialité des données ,echanger,3,"libre, code, standards",9,"Non, ou documentation informelle",3,"comments, qgz, docx",7,0,rien,,5,1,excel,,4,3,"Orga, humaine, budget",,,,,,
1363,fr,Gestion de données Archi ,"Privé (entreprise, bureau d’études)",,Succès,,1 à 3 ans,"Membre d’une équipe métier (urbanisme, environnement, voirie, etc.)",,Plus de 5,2,Rôle tournant,,Oui,"Oui, reprise fluide",changement d'équipe,,"Besoin de compétences techniques, faible intuitivité",Formation,1,libre,5,"Oui, mais peu claire ou obsolète",1,docx,5,0,nsp,,5,0,rien,,5,4,"Orga, humaine, politique, technique",,,,,,
1367,fr,"Cartographie des bâtiments d'une commune en ajoutant l'année de livraison, la source de cette information, la typologie, la hauteur.",Autre,une association,Autre,En cours,1 à 6 mois,Autre,stagiaire en urbanisme pour une association,2 – 3,2,Autre,Je suis stagiaire et seul à porter le projet,Je ne sais pas,"Non concerné (même équipe, projet actif)",,,,,1,libre,5,"Non, ou documentation informelle",0,rien,5,0,nsp,,5,0,rien,,5,1,autre,,,,,,projet encore en cours
1383,fr,NULL,"Privé (entreprise, bureau d’études)",,Succès,,3 à 5 ans,Chef·fe de projet / coordinateur·rice,,Plus de 5,2,Plusieurs personnes impliquées durablement,,Oui,Autre,,"logique générale mal pensée en termes de processus, doublé par ailleurs d'un code abscon non commenté",aucune,avoir des personnes compétentes en termes de logique processuelle,3,"libre, code, standards",10,"Oui, mais peu claire ou obsolète",6,"catalog, comments, qgz, docx, mails, tuto",6,0,rien,,9,2,"excel, git",,6,1,humaine,,,,,,
1403,fr,Cartographie du risque inondation ,"Public territorial (collectivité, EPCI, département, région)",,Échec puis relance,,6 mois à 1 an,"Membre d’une équipe métier (urbanisme, environnement, voirie, etc.)",,Plus de 5,2,Rôle tournant,,Oui,"Oui, reprise fluide","Formation aux SIG, assistance technique SIG",,"La maniabilité des outils SIG, le niveau de compétence ",Formation interne ,1,libre,4,"Oui, mais peu claire ou obsolète",4,"catalog, qgz, docx, mails",7,0,nsp,,5,2,"excel, monday",,5,2,"humaine, technique",,"Compétences limitées en interne, besoin de formation ",,"Anciens livrables non référencés, base de donnée complexe ",,
1429,fr,Carto de deplacments à partir du domicile,"Public territorial (collectivité, EPCI, département, région)",,Succès,,1 à 3 ans,Chef·fe de projet / coordinateur·rice,,4 – 5,4,Plusieurs personnes impliquées durablement,,Oui,"Non concerné (même équipe, projet actif)",emploi de stagiaires qui impliquent des arrets et reprise  sous conditions de finacment,,comprehension minimale des enjeux et objectifs par lesoperateurs SIG et inversement comprehension basique des outils par les pilotes des projets ,bien consevrer les outils documentaires et les bases de données et les reverifier avant implementation ,2,"libre, code",5,"Non, ou documentation informelle",2,"catalog, docx",9,0,rien,,9,1,excel,,6,3,"humaine, budget, politique",,,,,,
1434,fr,Conversion des données spatiales dans le cadre du Système Intégré de Gestion du Foncier Urbain (SIGFU) avec INGNFI en Côte d'Ivoire ,"Privé (entreprise, bureau d’études)",,Succès,,1 à 3 ans,Géomaticien·ne / technicien·ne SIG interne,,1 seul,3,Je ne sais pas,,Oui,"Non concerné (même équipe, projet actif)",,,l'utilisation des orthophotos pour le géoreferencement dans l'atelier de convertion de données spaciales ,Travail d'équipe ,3,"libre, code, standards",9,"Oui, structurée et à jour",2,"qgz, mails",6,0,nsp,,9,5,"excel, monday, jira, git, autre",je ne sais pas le reste ,8,5,"Orga, humaine, budget, politique, technique",,,,,,
1435,fr,deploiement du sig à l'agglomeration de thonon,"Public territorial (collectivité, EPCI, département, région)",,Autre,plus long que prévu encore en cours,Plus de 5 ans,Chef·fe de projet / coordinateur·rice,,Plus de 5,3,Une personne clé portait le projet,,Oui,Autre,"depart d'agent, forte resistance au changement, non d'office",car chef de projet pugnace ,c'est un metier a part entiere les gens ne le comprennent pas ,"nous sommes des couteaux suisses, nous savons travailler avec tout le monde et portons une vision car nous sommes a la fois metier et technique (sans cheville qui enfle ;; :-) )",2,"libre, proprio",5,"Oui, structurée et à jour",4,"qgz, docx, mails, tuto",6,1,autre,agile tout court ,5,2,"excel, autre",outil prestataire,5,5,"Orga, humaine, budget, politique, technique",soutien de la hierarchie,"s'appuyer sur les volontaires motivés, les autres suivront","soutien des élus, bonne argumentation de la hierarchie",soutenable financierement ,"president et maire avec preference pour maire, ",
1481,fr,classification des QPV et le niveau d'accès aux services publics,"Public territorial (collectivité, EPCI, département, région)",,Échec puis relance,,1 à 6 mois,Autre,stagiaire,2 – 3,2,Je ne sais pas,,Je ne sais pas,"Non concerné (même équipe, projet actif)",,,,il faut avoir des détails de réalisation de projet ainsi qu'une correction des expert pour une amélioration possible,2,"libre, standards",5,"Oui, mais peu claire ou obsolète",2,"docx, tuto",8,0,rien,,6,1,excel,,10,3,"Orga, humaine, technique",,,,,,
1483,en,Mapping for large environmental assessment submission,"Privé (entreprise, bureau d’études)",,Succès,,1 à 3 ans,Géomaticien·ne / technicien·ne SIG interne,,Plus de 5,2,Plusieurs personnes impliquées durablement,,Je ne sais pas,"Non concerné (même équipe, projet actif)",,,GIS can be intimately connected to multidisciplinary teams,"Set expectations and communicate budgets and timelines early, assuming that the project team will underestimate the effort.",2,"code, proprio",7,"Oui, structurée et à jour",4,"catalog, qgz, docx, mails",4,0,nsp,,5,2,"excel, autre",SharePoint,5,1,humaine,,Large collaboration and communication. Daily prioritization during key stages.,,,,
1486,fr,Outils d'extraction semi-automatique de variables hydro-géomorphologiques des rivières à saumon du Québec,Autre,Université,Succès,,Plus de 5 ans,Géomaticien·ne / technicien·ne SIG interne,,2 – 3,4,Plusieurs personnes impliquées durablement,,Non,"Non concerné (même équipe, projet actif)",La détermination à faire aboutir le projet des différents acteurs et le recrutement de personnes avec les compétences nécessaires,,"Peut-être la masse de données, même si ce n'est pas exclusif aux SIG. Sinon aucune.","Entourez-vous de personnes compétentes, déterminées et investies. L'Humain est la clef de la réussite ou de l'échec. Désolé, mais un deuxième tout aussi important : Choisissez la simplicité par-dessus la complexité, comme l'a dit un jour Léonard De Vinci ""la simplicité est la sophistication suprême"".",3,"libre, code, proprio",10,"Oui, structurée et à jour",3,"comments, qgz, docx",2,0,rien,,1,0,rien,,1,5,"Orga, humaine, politique, technique, autre",,,,,,une combinaison de tout ces facteurs
1496,en,Data and GIS manager for flood mapping,"Privé (entreprise, bureau d’études)",,Succès,,1 à 3 ans,Géomaticien·ne / technicien·ne SIG interne,,4 – 5,2,Une personne clé portait le projet,,Je ne sais pas,"Non concerné (même équipe, projet actif)",Client,,GIS isn’t IT so this question doesn’t make sense. They are not even close to the same. ,"Good data in good results out. Bad data in, bad results out. ",1,proprio,4,"Oui, structurée et à jour",3,"catalog, qgz, docx",5,0,nsp,,5,0,rien,,5,1,technique,,,,ArcPro used and proper data management ,,
1500,en,Dashboard for tracking field data acquisition progress. ,"Privé (entreprise, bureau d’études)",,Succès,,1 à 6 mois,Géomaticien·ne / technicien·ne SIG interne,,4 – 5,3,"Plusieurs personnes impliquées au début, puis une seule personne maintenait le projet",,Je ne sais pas,"Non concerné (même équipe, projet actif)",n/a,,"These are two very different things. GIS could be considered IT at macro level, but not at a project specific level. ",Get a GIS manager involved at the start of the project. The success of the project depends on getting GIS involved from the start. It cannot be reactive or an afterthoguht.,2,"code, proprio",5,"Non, ou documentation informelle",2,"qgz, docx",5,0,nsp,,5,2,"excel, monday",,8,1,humaine,,,,,,
1503,en,Survey and mapping for pavement inspections,"Public territorial (collectivité, EPCI, département, région)",,Succès,,6 mois à 1 an,Géomaticien·ne / technicien·ne SIG interne,,4 – 5,1,"Plusieurs personnes impliquées au début, puis une seule personne maintenait le projet",,Je ne sais pas,"Non concerné (même équipe, projet actif)",,,I don't think it requires as much training and org,Keep organized and make someone is able to jump right into a project without you being there to ask questions to ,2,"code, proprio",8,"Non, ou documentation informelle",3,"qgz, docx, mails",5,0,rien,,5,1,excel,,5,1,humaine,,Skills,,,,
1508,en,Dashboard for climate risk information dissemination to municipal stakeholders,"Privé (entreprise, bureau d’études)",,Succès,,6 mois à 1 an,"Membre d’une équipe métier (urbanisme, environnement, voirie, etc.)",,2 – 3,1,Plusieurs personnes impliquées durablement,,Je ne sais pas,"Oui, reprise fluide",,,,,2,"code, proprio",5,"Oui, structurée et à jour",3,"docx, mails, tuto",10,0,rien,,3,1,excel,,3,1,Orga,Structured project management would've helped,,,,,
1525,fr,Outil de suivi du système d'endiguement d'une collectivité,"Public territorial (collectivité, EPCI, département, région)",,Succès,,1 à 3 ans,Géomaticien·ne / technicien·ne SIG interne,,2 – 3,5,Plusieurs personnes impliquées durablement,,Oui,"Oui, reprise fluide",Départ d'un agent,,"La réglementation pour certaines thématiques de données SIG (DT/DICT, GRACE, geostandard AEP/AC....) impose d'être toujours en veille sur les aspects réglementaires, les standards de données très riches en France.","Porter une attention particulière sur la communication entre acteur. Elle doit être uniforme par profil d'acteur (même niveau d'information), régulière (pas de période trop longue sans contact), bienveillante et adaptée.  ",3,"libre, code, proprio",6,"Non, ou documentation informelle",2,"docx, mails",5,0,nsp,,5,1,excel,,5,4,"Orga, humaine, budget, technique",Majorité des acteurs clés sont restés présents et impliqués,"Bonne implication des acteurs, élément essentiel de la réussite.","très peu de cout en investissement (brique logicielle déjà acquise), cout important en temps agent",La bonne visibilité sur les capacités logicielles ont permis de construire un outils en adéquation avec les besoins sans réels freins techniques.,,
1526,en,Web application for trail assessments,"Public territorial (collectivité, EPCI, département, région)",,Succès,,1 à 3 ans,Géomaticien·ne / technicien·ne SIG interne,,2 – 3,3,Une personne clé portait le projet,,Oui,"Oui, reprise fluide",Adoption by non GIS users,,Users can “see” the results. Databases/spreadsheets/graphs are helpful but don’t resonate as much. ESP when staff are outside maintenance staff,Use the simplest data model and solution possible to accomplish your objectives,1,proprio,10,"Oui, structurée et à jour",2,"catalog, docx",8,0,rien,,5,0,rien,,5,2,"budget, technique",,,"Software was funded by other department, solution only cost staff time",Solution was simplest to use while still meeting objectives,,
1532,fr,Cartographe militaire,"Public d’État (ministère, service déconcentré, agence nationale)",,Autre,Rendu caduque par l'évolution technologique permettant la réalisation de la tâche à distance par un service spécialisé.,1 à 3 ans,Géomaticien·ne / technicien·ne SIG interne,,Plus de 5,3,Une personne clé portait le projet,,Oui,"Non concerné (même équipe, projet actif)",L'évolution technologique à rendu le projet caduque en permettant le recours à un service spécialisé à distance,,La double casquette Géographe et Informaticien du Sigiste.,"Distinguer clairement les compentences  en trois typologie : les géographes-cartographes, les  sigistes-Géomaticien (double casquette Carto et Informatiique) et les informaticien.  Tous ne sont pas compétent en tout  et réciproquement",3,"libre, proprio, standards",3,"Non, ou documentation informelle",1,mails,5,0,rien,,1,0,rien,,1,2,"humaine, politique",,"Lobby de spécilste ( télédetecteur, informaticien) voyant le géomaticient comme empiétant sur son domaine",,,Intérêt ou désintérêt du chef pour la gémotique,
1544,fr,Cartographie participative d'inventaire de mares,"Public territorial (collectivité, EPCI, département, région)",,Succès,,1 à 6 mois,Géomaticien·ne / technicien·ne SIG interne,,2 – 3,3,"Plusieurs personnes impliquées au début, puis une seule personne maintenait le projet",,Non,"Non concerné (même équipe, projet actif)",,,"Par mon expérience dans les deux domaines, je dirais aucune. Néanmoins ce qui est plus complexe pour le SIG c'est qu'un nombre important d'utilisateur sont des utilisateurs avertis et pensent donc être en capacité d'intervenir dans le projet (choix technique, orientation, etc)",Proche des commanditaires et utilisateurs. Ne pas faire de superflux. Eviter les communications empechant le bon avancement. ,4,"libre, code, proprio, standards",5,"Oui, structurée et à jour",3,"qgz, tuto, wiki",7,2,"lean, prince2",,8,1,notion,,5,3,"humaine, budget, technique",,"Equipe projet sénior / Communication efficiente par la réducation des interactions inutiles (réunions, sur validation, etc)",Couts faibles,Maitrise complete de la chaine de fabrication,,
1148,en,The alaska anadramous  catalog ,"Public territorial (collectivité, EPCI, département, région)",,Succès,,Plus de 5 ans,Autre,Intern,2 – 3,1,Plusieurs personnes impliquées durablement,,Non,"Non, projet abandonné ou figé après aléas",,,Spatial solutions,Organization ,1,proprio,5,"Oui, structurée et à jour",5,"catalog, qgz, docx, mails, tuto",5,0,rien,,5,0,rien,,5,2,"Orga, humaine",Communication ,Cartography ,,,,
